ima_method_id,ima_method_revision_id,ima_method_assembly_id,ima_level,ima_part_id,ima_part_revision_id,ima_unit_of_measure,ima_part_short_description,ima_part_long_description_text,ima_use_method,ima_source_method_id,ima_source_revision_id,ima_production_notes_text,ima_quantity_per_parent,ima_pull_all_from_stock,ima_documents,ima_created_by,ima_created_date
M026-0073,D,0,1,M026-0073,D,EA,4005-1565-02C3 - REAR PILLAR(RIGHT) NEW LX-300-7,4005-1565-02C3 - REAR PILLAR(RIGHT) NEW LX-300-7,FALSE,,,Drawing Number - 4005-1565-02C3,1,FALSE,4130,kkeesee,11/30/2022 14:42
M030-0193,C,0,1,M030-0193,C,EA,165007202 WLDMT OTRGR A LH,165007202 WLDMT OTRGR A LH,FALSE,,,Drawing Number - 165007202,1,FALSE,"4805
11448
11449",kkeesee,12/8/2022 13:12
M030-0194,C,0,1,M030-0194,C,EA,165007203 WLDMT OTRGR A RH,165007203 WLDMT OTRGR A RH,FALSE,,,Drawing Number - 165007202,1,FALSE,"4806
11450
11451",kkeesee,12/8/2022 13:08
K005-0321,0,0,1,K005-0321,0,EA,5C-5242150 BACK PANEL MOUNT,5C-5242150 BACK PANEL MOUNT,FALSE,,,"***MUST CUT FROM CAT SPEC MATERIAL ORDERED FROM SISKIN STEEL***
***48 X 120 SHEETS AVAILIBLE***",1,FALSE,13222,ahale,12/21/2022 15:45
S046-0217,1,0,1,S046-0217,1,EA,"105-127 panel, HMI plate, WW, sp-1813-mst10600h101","105-127 panel, HMI plate, WELLWORKS, sp-1813-mst10600h101",FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,12935,shale,1/4/2023 9:11
K005-0320,0,0,1,K005-0320,0,EA,5C-5242151 BACK PANEL MOUNT,5C-5242151 BACK PANEL MOUNT,FALSE,,,"***MUST CUT FROM CAT SPEC MATERIAL ORDERED FROM SISKIN STEEL***
***48 X 120 SHEETS AVAILIBLE***",1,FALSE,13221,ahale,12/21/2022 15:42
S046-0249,2,0,1,S046-0249,2,EA,105-173-FAI 12GA GALV 13.52 X 18.17 BREAKER PANEL,105-173-FAI 12GA GALV 13.52 X 18.17 BREAKER PANEL,FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,13729,shale,5/17/2023 9:39
A050-0001,D,0,1,A050-0001,D,EA,C3812 WRAPPER CHANNEL ADAICO RATCHET 108 CS FRONT,C3812 WRAPPER CHANNEL ADAICO RATCHET 108 CS FRONT,FALSE,,,"***CUT STRIPS TO PROVE OUT BEND PROFILE IN ADVANCE BEFORE CUTTING PRODUCTION FLATS***

***LAST SET WAS ALMOST REJECTED BY CUSTOMER FOR BEING OUT OF TOLERANCE***",1,FALSE,10628,ahale,1/17/2023 10:03
K007-0364,C,0,1,K007-0364,C,EA,K1515KT-02 FACE CURVE WELDMENT W/ PLATE,K1515KT-02 FACE CURVE WELDMENT W/ PLATE,FALSE,,,"Drawing Number - K1515KT-02                    
***SEPERATE PARTS BY P/N AFTER GALVANIZING, DO NOT DELIVER MIXED PARTS***

***1/4"" WALL TUBE ACCEPTABLE PER KENWOOD***",1,FALSE,1165,kkeesee,1/13/2023 10:40
A050-0002,D,0,1,A050-0002,D,EA,C3813 WRAPPER CHANNEL ADAICO RATCHET 108 RS FRONT,C3813 WRAPPER CHANNEL ADAICO RATCHET 108 RS FRONT,FALSE,,,"***CUT STRIPS TO PROVE OUT BEND PROFILE IN ADVANCE BEFORE CUTTING PRODUCTION FLATS***

***LAST SET WAS ALMOST REJECTED BY CUSTOMER FOR BEING OUT OF TOLERANCE***",1,FALSE,10629,ahale,1/17/2023 10:04
K007-0363,G,0,1,K007-0363,G,EA,K1515KT-01 SLIDER SLEEVE ROUND PLATFORM,K1515KT-01 SLIDER SLEEVE ROUND PLATFORM,FALSE,,,"Drawing Number - K1515KT-01                    
QUALITY ALERT POSTED FOR WELDING 10/13/16
ISSUE - CENTER BEAM NOT CENTERED. VERIFY 33.5 DIMENSION

1/4"" WALL TUBE ACCEPTABLE PER KENWOOD",1,FALSE,1164,kkeesee,1/13/2023 10:39
M026-0587,0,0,1,M026-0587,0,EA,1052-03C-007-0000 Front Duct Support 2 Assembly,1052-03C-007-0000 Front Duct Support 2 Assembly,FALSE,,,"***USE THIS PART NUMBER IF QUANTITY IS GREATER THAN 5, IF QUANTITY IS LESS THAN 5 USE PART NUMBER M026-0587***",1,FALSE,13459,lwallace,1/24/2023 8:30
W007-0012,B,0,1,W007-0012,B,EA,4701-000159-002 QUAD LED IP CLOCK BOTTOM PLATE,"4701-000159-002 CLOCK DOUBLE-WIDE LED PANEL EXTRUSION PLATE, WITH FLASHERS, PAINITED SKY WHITE",FALSE,,,Use small box weighing no more than 50 lbs per customer request,1,FALSE,13508,ahale,1/31/2023 7:52
P014-0054,0,0,1,P014-0054,0,EA,Z-1882-17 OPPOSITE HAND,Z-1882-17 OPPOSITE HAND,FALSE,,,"     ***BEND ONE AS SHOWN AND ONE OPPOSITE***

      ***THESE PARTS ARE LEFTS AND RIGHTS***",1,FALSE,,ahale,2/7/2023 14:31
M026-0076,E,0,1,M026-0076,E,EA,4005-1580-00C3 - SIDE BAR NEW LX-300-07 REV.C (FLA,4005-1580-00C3 - SIDE BAR NEW LX-300-07 REV.C (FLAT BLACK),FALSE,,,Drawing Number - 4005-1580-00C3,1,FALSE,4123,kkeesee,2/7/2023 15:03
H030-0003,D,0,1,H030-0003,D,EA,900-1244_b JMT Main Plate,,FALSE,,,"***MUST USE POLYURETHANE STRIPS DURING FORMING TO MINIMIZE DIE MARKS AND SCRATCHES***
***ANY GRIND MARKS WILL BE REJECTED***DO NOT GRIND***
***SURFACE FINISH CRITICAL***",1,FALSE,11749,shale,2/21/2023 9:14
S046-0020,3A,0,1,S046-0020,3A,EA,140-003 LAC036-REV3A (28X26 CONTROL PANEL),140-003 LAC036-REV3A (28X26 CONTROL PANEL),FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,5888,shale,2/23/2023 14:16
S046-0080,1,0,1,S046-0080,1,EA,150-004 SP-1813-WMG PUSHBUTTON PLATE,SP-1813-WMG PUSHBUTTON PLATE,FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,5528,shale,2/23/2023 14:33
K006-0030,B,0,1,K006-0030,B,EA,200904-1,"Roll Bar Mount, Bottom Cover, 0.063 Alum, Length 8.39"",Satin Black powder coat finish",FALSE,,,***QUALITY ALERT***PARTS WITH SLAG FROM CUT WILL BE REJECTED***,1,FALSE,10731,cowsley,3/8/2023 14:18
K006-0036,B,0,1,K006-0036,B,EA,200905-1,200905-1,FALSE,,,"***QUALITY ALERT***PARTS WITH SLAG FROM CUT WILL BE REJECTED***

***MWS NO LONGER PAINTING THESE PARTS***   SAME AS C026-0036  CHANGED TO K006-

***PART MUST BE FREE OF BURS AND OR SLAG***",1,FALSE,10735,cowsley,3/8/2023 14:42
M026-0304,4,0,1,M026-0304,4,EA,3009-8883-04C4 - DOOR PANEL COVER - BRIGHT ARGENT,3009-8883-04C4 - DOOR PANEL COVER - BRIGHT ARGENT SILVER,FALSE,,,Drawing Number - 3009-8883-03C4,1,FALSE,1617,ahale,3/9/2023 7:32
M044-0006A,0,0,1,M044-0006A,0,EA,MC_TRANSIT_148HR_REG_FRONT_RAIL,MC_TRANSIT_148HR_REG_FRONT_RAIL,FALSE,,,***CUT ONLY SEND STRAIGHT TO SHIPPING***,1,FALSE,12769,cowsley,3/9/2023 15:20
M044-0006A,1,0,1,M044-0006A,1,EA,MC_TRANSIT_148MR_REG_FRONT_RAIL,MC_TRANSIT_148MR_REG_FRONT_RAIL,FALSE,,,***CUT ONLY SEND STRAIGHT TO SHIPPING***,1,FALSE,13690,cowsley,3/9/2023 15:20
M044-0006B,0,0,1,M044-0006B,0,EA,MC_TRANSIT_148HR_REG_FRONT_SLIDER,MC_TRANSIT_148HR_REG_FRONT_SLIDER,FALSE,,,***CUT ONLY SEND STRAIGHT TO SHIPPING***,1,FALSE,12770,cowsley,3/9/2023 15:20
M044-0006B,1,0,1,M044-0006B,1,EA,MC_TRANSIT_148MR_REG_FRONT_SLIDER,MC_TRANSIT_148MR_REG_FRONT_SLIDER,FALSE,,,***CUT ONLY SEND STRAIGHT TO SHIPPING***,1,FALSE,13691,cowsley,3/9/2023 15:20
M044-0006,0,0,1,M044-0006,0,EA,MC_TRANSIT_148MR_REG_KIT,MC_TRANSIT_148MR_REG_KIT,FALSE,,,***CUSTOMER WILL PICK UP***DO NOT SHIP***,1,FALSE,,cowsley,3/9/2023 15:04
S046-0031,4,0,1,S046-0031,4,EA,105-006 C-BOX BREAKER PANEL FLAT,105-006 CCWGR-SP-7-18-18,FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,9413,shale,3/10/2023 15:26
M026-0077,C,0,1,M026-0077,C,EA,4005-1582-00C4 - SUPPORT FOR PILLAR LX(H)300-7,4005-1582-00C4 - SUPPORT FOR PILLAR LX(H)300-7,FALSE,,,Drawing Number - 4005-1582-00C4,1,FALSE,9470,kkeesee,3/13/2023 14:42
S046-0001,7,0,1,S046-0001,7,EA,11.5 X 24 RAISED PANEL,"FRAME 7 SUB PANEL, 14GA, GALVANIZED STEEL X 11.50"" X 33.07"" OPTION FOR WIRE TIES INSERTS",FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,4388,shale,3/13/2023 13:32
M026-0489,C,0,1,M026-0489,C,EA,4005-2342-00C4 - ECO. CASING - FLAT BLACK,,FALSE,,,Drawing Number - 4005-2342-00C4,1,FALSE,8889,kkeesee,3/24/2023 10:09
K007-0363,H,0,1,K007-0363,H,EA,K1515KT-01 SLIDER SLEEVE ROUND PLATFORM,K1515KT-01 SLIDER SLEEVE ROUND PLATFORM,FALSE,,,"Drawing Number - K1515KT-01                    
QUALITY ALERT POSTED FOR WELDING 10/13/16
ISSUE - CENTER BEAM NOT CENTERED. VERIFY 33.5 DIMENSION

1/4"" WALL TUBE ACCEPTABLE PER KENWOOD",1,FALSE,1164,ahale,4/10/2023 10:29
E024-0008B-10,0,0,1,E024-0008B-10,0,EA,E024-0008B-10,Subpan - 31 x 15,FALSE,,,Subpan - 31 x 15,1,FALSE,,SecturaFAB,2/13/2024 8:21
K007-1157,C,0,1,K007-1157,C,EA,"K1515KT-12  ANGLE, GRATING SUPPORT","K1515KT-12  ANGLE, GRATING SUPPORT",FALSE,,,Drawing Number - K1515KT-12,1,FALSE,1274,ahale,4/10/2023 10:47
N012-0105,0,0,1,N012-0105,0,EA,NFE HEADACHE RACK W/ NO LOGO,NFE HEADACHE RACK W/ NO LOGO,FALSE,,,***SAME AS N012-0014 WITHOUT LOGO***,1,FALSE,13881,cowsley,4/27/2023 9:13
M030-0349,J,0,1,M030-0349,J,EA,177041404 DOOR POCKET PANEL LH (CUST SUP MAT,177041404 PNL D/PKT,FALSE,,,"BEND PART USING 1/4"" PUNCH (0.236"") AND (.987) V-DIE",1,FALSE,5854,kkeesee,5/2/2023 10:07
B025-0001,2/18/2022,0,1,B025-0001,2/18/2022,EA,DD-FF1010 FRONT FRASCIA,DD-FF1010 FRONT FRASCIA,FALSE,,,"Drawing Number - DD-FF1010                     
STAINLESS MUST HAVE PVC LASER GUARD
***GRAIN DIRECTION CRITICAL***",1,FALSE,13893,ahale,5/25/2023 7:39
M026-0070,B,0,1,M026-0070,B,EA,"3009-9032-01C3 - SIDE BAR RIGHT LX(L)50-05/07,LX50","3009-9032-01C3 - SIDE BAR RIGHT LX(L)50-05/07,LX50-12 30.2LBS (GLOSS BLACK) REV.B",FALSE,,,Drawing Number - 3009-9032-01C3,1,FALSE,4709,ahale,5/15/2023 15:13
S046-0279,1,0,1,S046-0279,1,EA,"110-166 BRACKET, SHIPPING, GRID","110-166 BRACKET, SHIPPING, GRID",FALSE,,,"12GA GALV SUBSTITUTION OK - PER DALE JOLLEY AT SPOC
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,,shale,5/22/2023 10:00
S028-0100,D,0,1,S028-0100,D,EA,"5377MG-11  -  FLANGE 1,SWITCH COVER,5377MG,CONDUIT","5377MG-11  -  FLANGE 1,SWITCH COVER,5377MG,CONDUIT",FALSE,,,Drawing Number - 5377MG-11,1,FALSE,2588,cowsley,5/25/2023 8:05
S025-0592,3,0,1,S025-0592,3,EA,1418-05173-0-14056-0,1418-05173-0-14056-0,FALSE,,,"Drawing Number - 1418-05112-1-12704-A          
QUALITY ALERT POSTED FOR WELDING DEPARTMENT - 2/7/18
ISSUE - PLATE WELDED IN BACKWARDS
VERIFY 250 AND 205 DIMENSIONS.",1,FALSE,14039,lwallace,5/30/2023 10:56
S025-0592,2,0,1,S025-0592,2,EA,"1418-05112-2 BOX, SV544","1418-05112-2 BOX, SV544",FALSE,,,"Drawing Number - 1418-05112-1-12704-A          
QUALITY ALERT POSTED FOR WELDING DEPARTMENT - 2/7/18
ISSUE - PLATE WELDED IN BACKWARDS
VERIFY 250 AND 205 DIMENSIONS.",1,FALSE,2561,lwallace,5/30/2023 10:56
M044-0009-KIT,0,0,1,M044-0009-KIT,0,EA,MC_TRANSIT_BED_6IN_EXT,"MC_TRANSIT_BED_6IN_EXT

M044-0008A 1 PC
M044-0008B 1 PC
M044-0008C 1 PC
M044-0009D 1 PC
M044-0009E 1 PC
M044-0009F 8 PCS
M044-0008G 2 PCS",FALSE,,,"***KIT ALL RELATED PARTS FOR KIT M044-0009 KIT***
M044-0008A   1 PC
M044-0008B   1 PC
M044-0008C   1 PC
M044-0009D   1 PC
M044-0009E   1 PC
M044-0009F   8 PC
M044-0008G   2 PC",1,FALSE,,cowsley,6/8/2023 16:09
M030-0206,T,0,1,M030-0206,T,EA,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .,117070401 PNL BHD LH (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),FALSE,,,Drawing Number - 117070401,1,FALSE,4829,kkeesee,6/15/2023 16:07
M030-0253,E,0,1,M030-0253,E,EA,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL,177070406  PNL BHD RH  (CUSTOMER SUPPLIED MATERIAL .102'' X 59'' X 96'' W/ PVC),FALSE,,,Drawing Number - 177070406,1,FALSE,4830,kkeesee,6/19/2023 11:12
S046-0427,3,0,1,S046-0427,3,EA,110-206,"MULLIONS, ENERGY BOSS",FALSE,,,"optimal shipping qty - 25 pcs
package with S046-0425 (110-171) and S046-0434 (115-070)",1,FALSE,15921,SecturaFAB,3/19/2024 16:36
S046-0319,0,0,1,S046-0319,0,EA,"110-182 BRACKET, CTM-TR-MOUNT TOP","110-182 BRACKET, CTM-TR-MOUNT TOP",FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,14255,ahale,6/30/2023 16:05
S046-0299,2,0,1,S046-0299,2,EA,"105-189 PANEL, BRACE, ENERGY BOSS 45/70","105-189 PANEL, BRACE, ENERGY BOSS 45/70",FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,14229,shale,6/29/2023 14:41
S046-0298,2,0,1,S046-0298,2,EA,"105-178 PANEL, DC FLOOR MOUNTING PANEL, GRID","105-178 PANEL, DC FLOOR MOUNTING PANEL, GRID",FALSE,,,14GA GALV AND .33 OUTSIDE TO OUTSIDE OFFSET CHANGE OK PER DALE JOLLEY,1,FALSE,14228,shale,6/30/2023 16:39
S046-0284,4,0,1,S046-0284,4,EA,"105-135 ENCLOSURE SECTION, DRIVE MNT PANEL, GAL, B","105-135 ENCLOSURE SECTION, DRIVE MOUNTING PANEL, GAL, BLA-KD",FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,13981,shale,6/30/2023 16:42
S046-0428,5,0,1,S046-0428,5,EA,115-059,"BACKDRAFT DAMPER, ENERGY BOSS",FALSE,,,"KIT THE FOLLOWING PARTS TOGETHER AFTER RIVETING

(1) S046-0428A
(4) S046-0428B
(5) S046-0428C
(5) S046-0428D
(1) S046-0428E
(1) S046-0428F",1,FALSE,16051,SecturaFAB,3/19/2024 16:36
E024-0008B-8-1-2,0,0,1,E024-0008B-8-1-2,0,EA,E024-0008B-8-1-2,10.24 x 14.25 Subpanel-1,FALSE,,,10.24 x 14.25 Subpanel-1,1,FALSE,,SecturaFAB,2/13/2024 8:22
S002-1059,B,0,1,S002-1059,B,EA,BWT FAIRLAND PARTS COMPONENTS WLD 625795,BWT FAIRLAND PARTS COMPONENTS WLD 625795,FALSE,,,,1,FALSE,"14527
12662
12663
12664
12665
12666
12669
14526
12661",ahale,7/21/2023 15:24
S046-0274,2,0,1,S046-0274,2,EA,"145-003 BAFFLE PLATE,","145-003 RESISTOR BAFFLE PLATE, 2-DR, RH, 30"" LONG",FALSE,,,"PER SPOC - GALV MATERIAL - NO POWDER COAT
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,13870,shale,7/27/2023 11:29
S038-0078,B,0,1,S038-0078,B,EA,GP0.4W8X13-C05-182052  W8X13 TO C05 3/8'' GUSSET P,GP0.4W8X13-C05-182052  W8X13 TO C05 3/8'' GUSSET PLATE,FALSE,,,Drawing Number - GP0.4W8X13-C05-182052,1,FALSE,14552,ahale,7/31/2023 9:48
S046-0299,3,0,1,S046-0299,3,EA,"105-189 PANEL, BRACE, ENERGY BOSS 45/70","105-189 PANEL, BRACE, ENERGY BOSS 45/70",FALSE,,,"
PACKAGING INSTRUCTIONS: ONLY PACK ONE PART # PER PALLET UNLESS IT IS A KIT COMPONENT",1,FALSE,14229,shale,7/31/2023 9:52
S028-0169,G,0,1,S028-0169,G,EA,WAREHOUSE CART BODY,WAREHOUSE CART BODY,FALSE,,,"LEAD-IN LINE MUST BE CENTERED ON THIS EDGE AND IS TYPICAL, THESE HOLES ONLY",1,FALSE,9423,ahale,8/7/2023 11:26
M030-0316,E,0,1,M030-0316,E,EA,190105411 BRKT SHLF STL X 5.77 X 7.29 RH,190105411 BRKT SHLF STL .188 GRADE 50,FALSE,,,"PPAP REQUIRED FOR FIRST PARTS SUBMITTED 

***ATTN: TOM TUTTLE, MORGAN OLSON 1801 S. NOTTAWA STREET, STURGIS MI 49091***",1,FALSE,8046,kkeesee,8/11/2023 10:41
M030-0317,E,0,1,M030-0317,E,EA,190105412 BRKT SHLF STL  X 5.89 X 7.29 LH,190105412 BRKT SHLF STL .188 GRADE 50,FALSE,,,PPAP REQUIRED FOR FIRST PARTS SUBMITTED,1,FALSE,5701,kkeesee,8/11/2023 10:43
S046-0298,3,0,1,S046-0298,3,EA,"105-178 PANEL, DC FLOOR MOUNTING PANEL, GRID","105-178 PANEL, DC FLOOR MOUNTING PANEL, GRID",FALSE,,,14GA GALV AND .33 OUTSIDE TO OUTSIDE OFFSET CHANGE OK PER DALE JOLLEY,1,FALSE,14228,shale,8/22/2023 13:07
F022-0013,2,0,1,F022-0013,2,EA,SIDE LOAD  2-TIER SIGN HOLDER,SIDE LOAD  2-TIER SIGN HOLDER,FALSE,,,HINGE LOCATIONS HAVE BEEN ADJUSTED TO A UNIVERSAL HOLE PATTERN WITH ALL SIGN HOLDERS,1,FALSE,15551,cowsley,10/24/2023 11:28
S038-0205,B,0,1,S038-0205,B,EA,S.3-6X8-FPS3-4D SHEET 1/4'' 6'' X 8'' BASE,S.3-6X8-FPS3-4D SHEET 1/4'' 6'' X 8'' BASE,FALSE,,,Drawing Number - 20170228141559920,1,FALSE,6169,lwallace,10/31/2023 15:20
M026-0438,D,0,1,M026-0438,D,EA,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIP,4005-6321-02S3 - SUPPORT LX(H)-300-07 BLOWDOWN PIPING REV.A,FALSE,,,Drawing Number - 4005-6321-00S3,1,FALSE,1626,lwallace,11/9/2023 9:35
V008-0030,0,0,1,V008-0030,0,EA,JP1016 LOGO-MAIN BENT BRACKET-OPPOSITE HAND,JP1016 LOGO-MAIN BENT BRACKET-OPPOSITE HAND,FALSE,,,"***LASER CUT L R C J O THROUGH THE PLATE ON THE AREA DESIGNATED BY ""X""***",1,FALSE,15404,ahale,11/20/2023 15:00
M044-0003A,1,0,1,M044-0003A,1,EA,MC_TRANSIT_148HR_EXT_REAR_RAIL_DRIVER,MC_TRANSIT_148HR_EXT_REAR_RAIL_DRIVER,FALSE,,,***CUT ONLY SEND STRAIGHT TO SHIPPING***,1,FALSE,12937,cowsley,12/18/2023 12:07
M044-0003B,1,0,1,M044-0003B,1,EA,MC_TRANSIT_148HR_EXT_REAR_RAIL_PASSENGER,MC_TRANSIT_148HR_EXT_REAR_RAIL_PASSENGER,FALSE,,,***CUT ONLY SEND STRAIGHT TO SHIPPING***,1,FALSE,12938,cowsley,12/18/2023 12:14
M044-0003C,1,0,1,M044-0003C,1,EA,MC_TRANSIT_148HR_EXT_REAR_SLIDER,MC_TRANSIT_148HR_EXT_REAR_SLIDER,FALSE,,,***CUT ONLY SEND STRAIGHT TO SHIPPING***,1,FALSE,12939,cowsley,12/18/2023 12:14
L010-0033,,0,1,L010-0033,,EA,"12122023-01-L - SUPPORT LEFT, BEND ONLY","12122023-01-L - SUPPORT LEFT, BEND ONLY",FALSE,,,***LABOR ONLY TO BEND CUSTOMER SUPPLIED BLANKS***,1,FALSE,,ahale,12/19/2023 14:29
L010-0034,,0,1,L010-0034,,EA,"12122023-02 RISER, BEND ONLY","12122023-02 RISER, BEND ONLY",FALSE,,,***LABOR ONLY TO BEND CUSTOMER SUPPLIED BLANKS***,1,FALSE,,ahale,12/19/2023 14:31
J013-0005,B,0,1,J013-0005,B,EA,"1001267702 PLATE, PROX SENSOR MOUNT","1001267702 PLATE, PROX SENSOR MOUNT",FALSE,,,***DO NOT SHIP FIRST ARTICLES - ORDER FOR PPAP PURPOSES ONLY***,1,FALSE,15577,ahale,1/5/2024 14:01
E024-0008B-11,0,0,1,E024-0008B-11,0,EA,E024-0008B-11,Subpan - 31 x 21,FALSE,,,Subpan - 31 x 21,1,FALSE,,SecturaFAB,2/13/2024 8:22
J013-0006,A,0,1,J013-0006,A,EA,"1001272338 PLATE, TENSION ARM","1001272338 PLATE, TENSION ARM",FALSE,,,***DO NOT SHIP FIRST ARTICLES - ORDER FOR PPAP PURPOSES ONLY***,1,FALSE,15576,ahale,1/5/2024 14:09
E024-0008B-15,0,0,1,E024-0008B-15,0,EA,E024-0008B-15,13 x 13 Subpanel,FALSE,,,13 x 13 Subpanel,1,FALSE,,SecturaFAB,2/13/2024 8:22
S002-1184,0,0,1,S002-1184,0,EA,604169,604169,FALSE,,,***CUSTOMER SUPPLIED MATERIAL***,1,FALSE,15698,cowsley,2/6/2024 16:53
K006-0025,0,0,1,K006-0025,0,EA,ADAPTER PANEL,ADAPTER PANEL,FALSE,,,Drawing Number - ADAPTER_PLATE,1,FALSE,15716,cowsley,2/7/2024 8:59
N012-0043,2,0,1,N012-0043,2,EA,SELECTOR VALVE BRACKET,SELECTOR VALVE BRACKET,FALSE,,,Drawing Number - SELECTOR VALVE BRACKET,1,FALSE,4602,cowsley,1/31/2024 10:17
F022-0014,1,0,1,F022-0014,1,EA,SIDE LOAD DOOR DIVIDER,SIDE LOAD DOOR DIVIDER,FALSE,,,"***PARTS MUST BE PACKED IN 4 X 4 X 50 BOX AND SHIPPED WITH ALL NEEDED HARDWARE***

(3)   PAN HEAD BOLT, 1/4-20 X .5, PH - BLACK",1,FALSE,15815,cowsley,2/5/2024 8:36
S046-0430,5,0,1,S046-0430,5,EA,115-061-001,"INTAKE HOOD, ENERGY BOSS",FALSE,,,"optimal shipping qty - 75 pcs
1 Gaylord",1,FALSE,15923,SecturaFAB,3/19/2024 16:36
S046-0346,2,0,1,S046-0346,2,EA,"120-225 ENCLOSURE ACCESSORY, ABB ADAPTER PLATE BBO","120-225 ENCLOSURE ACCESSORY, ABB ADAPTER PLATE BBOX",FALSE,,,counter sink on inside face of part - per Rev 02,1,FALSE,14778,shale,3/12/2024 15:08
S046-0408,4,0,1,S046-0408,4,EA,105-178,"PANEL, DC PANEL, ENERGY BOSS",FALSE,,,"optimal shipping qty - 25
1 Gaylord 
package with S046-0467 (110-128)",1,FALSE,15856,SecturaFAB,3/19/2024 16:35
S046-0410,4,0,1,S046-0410,4,EA,105-180,"PANEL, DRIVE SUPPORT SIDE, ENERGY BOSS",FALSE,,,"optimal shipping qty - 25
package with 25 pcs of S046-0409 (105-179) in 1 Gaylord",1,FALSE,15858,SecturaFAB,3/19/2024 16:35
S046-0411,5,0,1,S046-0411,5,EA,105-181,"PANEL, FUSE MOUNTING",FALSE,,,"optimal shipping qty - 25 pcs
1 Gaylord",1,FALSE,15881,SecturaFAB,3/19/2024 16:35
S046-0413,4,0,1,S046-0413,4,EA,105-183,"OUTPUT POWER FLANGE, ENERGY BOSS",FALSE,,,"optimal shipping qty - 25 pcs
1 Gaylord",1,FALSE,15882,SecturaFAB,3/19/2024 16:35
S046-0414,4,0,1,S046-0414,4,EA,105-185,"COMPONENT MOUNTING PANEL, ENERGY BOSS",FALSE,,,"optimal shipping qty - 100 in 4 stacks of 25 pcs each
1 Gaylord",1,FALSE,15885,SecturaFAB,3/19/2024 16:35
S046-0433,3,0,1,S046-0433,3,EA,115-068,"DUCT ASSEMBLY, DRIVE EXHAUST, ENERGY BOSS",FALSE,,,"DUCT ASSEMBLY, DRIVE EXHAUST ENERGY BOSS",1,FALSE,"15935
15936
15937",SecturaFAB,3/19/2024 16:36
S046-0434,2,0,1,S046-0434,2,EA,115-070,"BAFFLE, CTM, ENERGY BOSS",FALSE,,,"optimal shipping qty - 25 pcs
package with S046-0425 (110-171) and S046-0427 (110-206)",1,FALSE,15938,SecturaFAB,3/19/2024 16:36
S046-0436,3,0,1,S046-0436,3,EA,115-072,"DUCT, DRIVES, ENERGY BOSS",FALSE,,,"optimal shipping qty - 25 pcs
1 Gaylord",1,FALSE,15940,SecturaFAB,3/19/2024 16:36
E024-0008B-10,1,0,1,E024-0008B-10,1,EA,E024-0008B-10,Subpan - 31 x 15,FALSE,,,Subpan - 31 x 15,1,FALSE,,cowsley,3/27/2024 13:43
E024-0008B-11,1,0,1,E024-0008B-11,1,EA,E024-0008B-11,Subpan - 31 x 21,FALSE,,,Subpan - 31 x 21,1,FALSE,,cowsley,3/27/2024 13:44
E024-0008B-15,1,0,1,E024-0008B-15,1,EA,E024-0008B-15,13 x 13 Subpanel,FALSE,,,13 x 13 Subpanel,1,FALSE,,cowsley,3/27/2024 13:44
E024-0008B-8-1-2,1,0,1,E024-0008B-8-1-2,1,EA,E024-0008B-8-1-2,10.24 x 14.25 Subpanel-1,FALSE,,,10.24 x 14.25 Subpanel-1,1,FALSE,,cowsley,3/27/2024 13:45
S038-0705,1,0,1,S038-0705,1,EA,"RM-5 RAIL MOUNT CLIP, 5"" OFFSET","RM-5 RAIL MOUNT CLIP, 5"" OFFSET",FALSE,,,Cut with mix gas to avoid having to remove laser oxidation.,1,FALSE,10541,kkeesee,4/17/2024 9:39
